Year,2019-20 - Accrual,2019-20 - Release,2020-21 - Accrual,2020-21 - Release,2021-22 - Accrual,2021-22 - Release,2022-23 (Till 28-02-2023) - Accrual,2022-23 (Till 28-02-2023) - Release
Release of Funds,728.84,629.83,683.27,675.84,683.8,390.27,783.19,710.15
